@relation tweets

@attribute Document string
@attribute Slang {yes,no}

@data
'Remember when Ariana did Christmas Songs? 🎅🎄♥💕',no
'REMEMBER WHEN WE WERE SO CLOSE TO MEETING ON CHRISTMAS BYE IHML @ALFREDOFLORES',no
'This was supposed to be a Christmas present but I never got to give it away. Couldn\'t keep it wrapped up, naturally http://t.co/xJP9OEe4vX',no
'In the hospital ordering shoes. Christmas lebrons or pink foams?',no
'I love Christmas music 💚🎄�?��?',no
'Today I bought a new 13 foot #fishing #kayak!  Now to get out &amp; try once our Calgary May 2014 Christmas season is over! Snow be gone already',no
'SO MUCH J2 TOUCHING THIS IS BETTER THAN MY BIRTHDAY AND CHRISTMAS COMBINED',no
'Not even joking when I say iv just been given an Christmas present #relatives',no
'Christmas and Halloween are for everyone. But May the 4th be with you? That shit is for children. CHILDREN.',no
'What\'s a Christmas gram?!?! I want one!!!',no
'@tiedye__boy [yeah i know what u mean lulu and i think that u were lucky christmas was one of these people who acted moody in my head]',no
'That Christmas, I kept seeing you get farther away.First Snow - EXO',no
'Anyone got some kd Christmas lol I\'ll buy them right now #wantsobad#idkwhy',yes
'Watching christmas movies because why not?',no
'@DanaJGould That\'s not a Christmas secret?',no
'Christmas Lights &amp; Tree stays up 24/7/365...smh RT @missesluvjones: 3. How would you describe your next door neighbor(s)? #Luvs7',no
'@WarrenMossy: @_eat_iDIDDY dat nigga say I thought it was Christmas kmllol',yes
'Read the whole story at http://t.co/DG3IaRCMeS: Merry Christmas and a Happy New Year to all of you -  And a... http://t.co/JWVFzvtBLb',no
'Merry Christmas! It\'s time for plan B!',no
'@KarlHughesUK hey are you coming round for Christmas this year? Miss you lots xxxxxx',no
'@ashymariexx3 Christmas music is the only thing that can cure my insanity',no
'@Mypagelol @MsMariePretty I was goin thru my iPad and I found a photo shoot of y\'all in the photo stream like 2 Christmas ago😂😂',yes
'Lol ima make it a Christmas gift for my next girl #FuckIt',yes
'I bought my mom a new iphone for christmas and shes still using her iphone 3..... smh',no
'[Deal] Thorntons Santa model only 50p BBE May 2015 OK for this Christmas http://t.co/XZcPdpfQ8K #deal',no
'The nightmare before christmas ✌�? http://t.co/rc1OvAg35M',no
'U know it\'s cold out when a Skid rowish looking ice cream truck just passed my house playing #christmas music!',no
'So weird seeing Bradley again, literally haven\'t seen him since before christmas, nice little walk😊',no
'For the love of God! Quit twerking on the Christmas ham, Grandma Miley - Miley Cyrus\'s grandchildren',no
'Life Is Good , I Live Everyday Like Its Christmas �?🎄',no
'@Trouble_Trese I lost my Christmas spirit years ago. Lol.',yes
'MIX CD★DJ Tora★Love Pop R&amp;B Sweet Christmas★ http://t.co/wJWPPZAiee #ヤフオク',no
'Not sure what is funnier. This, or that @Stevie269 now looks like a Christmas elf rubbing it off :) http://t.co/TX3zczV8UO',no
'14 Hilarious &amp; Unusual Christmas Ornaments http://t.co/LasozyfMbX',no
'Just like christmas morning to me! �?��?�?��?�?��? #favoriteshoes @sigamelissa mis zapatos favoritos ever! Nada… http://t.co/sHDTzq8sF7',no
'@MagnoliaPics have VOD dates been set for Happy Christmas and Frank, or just theatrical?',no
'Patrick Kane hockey montages are better than Christmas #BuffaloKids #LetaGoHawks',no
'What\'s a Christmas gram ? I want one !',no
